Measure Time,Cuv. No.,Point,Check,SD: 340,SD: 380,SD: 410,SD: 450,SD: 480,SD: 520,SD: 540,SD: 570,SD: 600,SD: 660,SD: 700,SD: 750,SD: 800,OD: 340,OD: 380,OD: 410,OD: 450,OD: 480,OD: 520,OD: 540,OD: 570,OD: 600,OD: 660,OD: 700,OD: 750,OD: 800,
2026/05/15 09:12:11,42,Pw7,1,6160,10558,7538,4946,5014,3748,3038,2402,2046,2424,916,3153,3729,1.3725,0.9475,0.8993,0.8884,0.7251,0.7075,0.7683,0.8432,0.9096,0.7173,0.6779,0.4987,0.4646,Measure
2026/05/15 09:12:20,49,Pw1,1,3928,7177,5140,3401,3492,2911,2602,2288,2030,2609,2550,3311,3668,1.3528,0.9353,0.889,0.8788,0.7162,0.6995,0.7608,0.8363,0.9031,0.7113,0.6726,0.4935,0.4604,Measure
2026/05/15 09:12:20,48,Pw2,1,2605,3423,2248,3516,4790,5333,5197,4996,4814,5839,6844,7514,7501,1.3622,0.9434,0.8976,0.8876,0.7247,0.7076,0.7686,0.8438,0.9103,0.7178,0.6787,0.4989,0.4653,Measure
2026/05/15 09:12:20,47,Pw3,1,3628,5662,2999,1445,1252,970,985,942,927,1005,1710,1420,1870,1.3613,0.9387,0.8914,0.8809,0.7179,0.7006,0.7615,0.8366,0.9032,0.7111,0.672,0.493,0.4591,Measure
2026/05/15 09:12:20,46,Pw4,1,3585,5981,3506,1752,1719,1072,1022,863,1034,1574,448,2830,3735,1.3613,0.9418,0.8938,0.882,0.7187,0.7012,0.7622,0.8373,0.9039,0.7116,0.6721,0.4936,0.4598,Measure
2026/05/15 09:12:20,45,Pw5,1,2877,6777,4703,2850,3140,2501,2214,1798,1741,2385,1057,3770,4833,1.362,0.9419,0.8952,0.8846,0.7217,0.7046,0.7656,0.8406,0.9071,0.7148,0.6754,0.4965,0.4625,Measure
2026/05/15 09:12:20,44,Pw6,1,2473,5467,2976,1083,653,931,1089,1169,1070,1197,2256,1297,1056,1.3681,0.9465,0.8996,0.8887,0.7256,0.7081,0.769,0.844,0.9103,0.7175,0.6779,0.4988,0.4645,Measure
2026/05/15 09:12:20,43,Pw7,1,3620,6680,4538,2820,2991,2266,2031,1679,1633,2629,1486,4328,5383,1.3593,0.9374,0.8905,0.8802,0.7174,0.7002,0.7612,0.8364,0.9031,0.7112,0.6724,0.4933,0.4594,Measure
2026/05/15 09:12:29,50,Pw1,1,1602,3098,1646,1405,1605,1826,1774,1609,1442,1696,2503,1980,2066,1.3514,0.933,0.8871,0.8773,0.715,0.6985,0.7598,0.8353,0.9022,0.7104,0.6716,0.4925,0.4594,Measure
2026/05/15 09:12:29,49,Pw2,1,2967,4925,2480,957,1026,1616,1699,1633,1563,1859,2760,2289,2012,1.3538,0.9365,0.8904,0.8801,0.7176,0.701,0.7623,0.8377,0.9046,0.7128,0.674,0.4949,0.4619,Measure
2026/05/15 09:12:29,48,Pw3,1,2427,3440,1113,2945,4195,5387,5232,5047,4669,5929,7255,7417,7025,1.3609,0.9416,0.896,0.8859,0.7231,0.706,0.767,0.8421,0.9086,0.7159,0.6768,0.4973,0.4632,Measure
2026/05/15 09:12:29,47,Pw4,1,3442,5682,3086,1380,1254,1057,1010,1032,951,995,1840,1278,1938,1.3616,0.9389,0.8916,0.8811,0.7181,0.7008,0.7617,0.8368,0.9034,0.7113,0.6722,0.4932,0.4592,Measure
2026/05/15 09:12:29,46,Pw5,1,3579,5921,3468,1737,1677,1079,898,809,859,1536,383,2827,3768,1.3613,0.9419,0.8938,0.882,0.7188,0.7012,0.7622,0.8373,0.9039,0.7117,0.6721,0.4936,0.4599,Measure
2026/05/15 09:12:29,45,Pw6,1,2959,6812,4674,2851,3080,2527,2223,1757,1676,2424,1146,3820,4870,1.362,0.9418,0.8952,0.8846,0.7217,0.7045,0.7656,0.8407,0.9071,0.7149,0.6755,0.4965,0.4625,Measure
2026/05/15 09:12:29,44,Pw7,1,2588,5530,2928,1125,764,898,961,1072,932,1207,2112,1270,1361,1.3677,0.9462,0.8994,0.8885,0.7254,0.7081,0.7689,0.8439,0.9102,0.7175,0.6779,0.4986,0.4644,Measure
2026/05/15 09:12:38,51,Pw1,1,836,2306,1270,2364,3104,3653,3532,3171,2855,3056,4322,3218,2852,1.3659,0.9427,0.8953,0.8848,0.7219,0.7044,0.7653,0.8403,0.9068,0.7146,0.6754,0.4962,0.4627,Measure
2026/05/15 09:12:38,50,Pw2,1,1705,3135,1194,1432,2028,2470,2479,2481,2391,2696,3405,3342,3219,1.3509,0.9323,0.8866,0.8769,0.7146,0.698,0.7594,0.8349,0.9018,0.7101,0.6713,0.4921,0.459,Measure
2026/05/15 09:12:38,49,Pw3,1,3678,6252,3654,1443,1097,853,1021,1079,1140,1344,2441,1696,1503,1.3505,0.9328,0.8866,0.8763,0.7138,0.6971,0.7583,0.8337,0.9005,0.7088,0.6699,0.4912,0.4576,Measure
2026/05/15 09:12:38,48,Pw4,1,2653,3657,1129,2843,4086,5199,5120,4986,4694,5783,7228,7306,6960,1.3612,0.942,0.8962,0.8862,0.7233,0.7062,0.7671,0.8423,0.9087,0.7161,0.6769,0.4976,0.4634,Measure
2026/05/15 09:12:38,47,Pw5,1,3738,6267,3533,1776,1641,1210,1047,1032,995,1159,1700,1667,2320,1.362,0.9392,0.8918,0.8811,0.7182,0.7008,0.7617,0.8368,0.9034,0.7113,0.6722,0.4932,0.4593,Measure
2026/05/15 09:12:38,46,Pw6,1,3565,5964,3576,1764,1757,1145,981,845,1041,1466,405,2743,3607,1.3617,0.9421,0.894,0.8821,0.7189,0.7013,0.7623,0.8374,0.9039,0.7117,0.6721,0.4937,0.46,Measure
2026/05/15 09:12:38,45,Pw7,1,2942,6732,4612,2756,3124,2526,2122,1827,1732,2438,1191,3913,4885,1.3616,0.9415,0.895,0.8845,0.7215,0.7044,0.7655,0.8406,0.9071,0.7147,0.6754,0.4964,0.4624,Measure
2026/05/15 09:12:47,52,Pw1,1,5101,8295,6203,4440,4918,4362,3974,3453,3305,4301,3556,5840,6391,1.3529,0.9352,0.8888,0.8785,0.7158,0.6991,0.7603,0.8357,0.9024,0.7105,0.6714,0.4924,0.4592,Measure
2026/05/15 09:12:47,51,Pw2,1,1592,2821,5119,6803,8757,9553,9112,8399,7779,8929,10372,10705,10424,1.3671,0.944,0.8969,0.8864,0.7235,0.706,0.7669,0.842,0.9085,0.7163,0.6771,0.4978,0.4644,Measure
2026/05/15 09:12:47,50,Pw3,1,3413,6318,4273,2832,3274,2740,2490,2201,2157,2887,1648,4203,5061,1.3491,0.9304,0.8846,0.8747,0.7123,0.6957,0.757,0.8324,0.8993,0.7075,0.6686,0.4898,0.4563,Measure
2026/05/15 09:12:47,49,Pw4,1,3706,6353,3690,1422,1020,939,1058,1087,1066,1441,2610,1719,1510,1.351,0.9332,0.8869,0.8765,0.714,0.6972,0.7585,0.8339,0.9007,0.7089,0.67,0.4914,0.4578,Measure
2026/05/15 09:12:47,48,Pw5,1,2769,3556,941,2970,4322,5423,5268,5107,4846,6083,7441,7552,7122,1.3614,0.942,0.8962,0.8861,0.7232,0.7061,0.7671,0.8421,0.9087,0.716,0.6769,0.4975,0.4633,Measure
2026/05/15 09:12:47,47,Pw6,1,3636,5922,3170,1508,1475,1119,1021,1014,988,1093,1769,1470,1976,1.3618,0.9391,0.8917,0.8811,0.7182,0.7008,0.7617,0.8369,0.9035,0.7113,0.6722,0.4933,0.4593,Measure
2026/05/15 09:12:47,46,Pw7,1,3676,5887,3518,1792,1731,1074,906,922,978,1674,531,2799,3715,1.3611,0.9418,0.8938,0.8819,0.7187,0.7011,0.7621,0.8372,0.9038,0.7116,0.672,0.4936,0.4598,Measure
2026/05/15 09:12:56,53,Pw1,1,6170,10535,9068,8057,9672,9478,8814,7986,7364,10047,9634,13595,14423,1.3561,0.9389,0.892,0.8811,0.7175,0.6996,0.7608,0.8367,0.9041,0.7131,0.6733,0.4942,0.4605,Measure
2026/05/15 09:12:56,52,Pw2,1,7457,13118,12629,11537,13556,13288,12437,11360,10644,13331,12842,17298,18543,1.3566,0.9389,0.8928,0.8826,0.72,0.7034,0.7646,0.84,0.9067,0.7149,0.6758,0.4967,0.4635,Measure
2026/05/15 09:12:56,51,Pw3,1,2300,4969,2795,1570,1767,1649,1462,1285,1118,1173,1649,1741,2506,1.3652,0.9417,0.8944,0.8839,0.7209,0.7034,0.7643,0.8393,0.9058,0.7135,0.6743,0.4953,0.4614,Measure
2026/05/15 09:12:56,50,Pw4,1,3419,5959,4003,2704,3176,2551,2414,2202,2201,2852,1666,4222,5165,1.3498,0.9309,0.885,0.875,0.7126,0.6959,0.7572,0.8327,0.8995,0.7077,0.6688,0.4901,0.4565,Measure
2026/05/15 09:12:56,49,Pw5,1,4002,6459,3692,1431,979,890,950,1144,1063,1236,2518,1666,1419,1.3512,0.9334,0.887,0.8766,0.714,0.6972,0.7584,0.8339,0.9007,0.7089,0.6699,0.4914,0.4578,Measure
2026/05/15 09:12:56,48,Pw6,1,2480,3748,1010,3063,4274,5441,5373,5159,4822,5971,7393,7474,7175,1.3615,0.942,0.8963,0.8862,0.7233,0.7061,0.7671,0.8422,0.9087,0.7161,0.6769,0.4975,0.4633,Measure
2026/05/15 09:12:56,47,Pw7,1,3400,5777,3090,1436,1331,1116,1026,965,970,971,1798,1438,1950,1.3614,0.9389,0.8915,0.881,0.7181,0.7007,0.7616,0.8368,0.9034,0.7112,0.6722,0.4931,0.4592,Measure
2026/05/15 09:13:06,54,Pw1,1,3121,6687,4633,3316,3617,3204,2988,2650,2671,3722,2554,5331,6151,1.3517,0.9312,0.8851,0.8757,0.7134,0.6967,0.7579,0.8334,0.9003,0.7086,0.67,0.4909,0.4579,Measure
2026/05/15 09:13:06,53,Pw2,1,3669,6311,4526,3076,3455,3139,2958,2792,2760,3793,3088,5444,6109,1.3536,0.9367,0.8899,0.879,0.7154,0.6975,0.7587,0.8346,0.902,0.711,0.6713,0.4921,0.4584,Measure
2026/05/15 09:13:06,52,Pw3,1,4400,7441,5141,3387,3426,2755,2470,2100,1930,2660,1585,3951,4695,1.3519,0.9339,0.8875,0.8771,0.7144,0.6976,0.7589,0.8342,0.9009,0.709,0.6698,0.491,0.4574,Measure
2026/05/15 09:13:06,51,Pw4,1,1968,4807,2656,1499,1679,1570,1505,1189,997,1105,1614,1639,2314,1.3658,0.9422,0.8947,0.8842,0.7212,0.7036,0.7644,0.8394,0.906,0.7137,0.6744,0.4955,0.4616,Measure
2026/05/15 09:13:06,50,Pw5,1,3495,6247,4151,2757,3230,2624,2422,2112,2150,2843,1627,4159,4938,1.3497,0.931,0.8849,0.875,0.7125,0.6959,0.7572,0.8326,0.8995,0.7077,0.6688,0.4901,0.4564,Measure
2026/05/15 09:13:06,49,Pw6,1,3743,6432,3618,1465,1085,948,1007,1143,1157,1370,2550,1746,1519,1.3512,0.9332,0.8869,0.8766,0.7141,0.6973,0.7585,0.8339,0.9008,0.709,0.6701,0.4915,0.4578,Measure
2026/05/15 09:13:06,48,Pw7,1,2292,3494,1033,3055,4318,5522,5298,5165,4785,5986,7341,7577,7276,1.361,0.9419,0.8961,0.886,0.7232,0.7061,0.767,0.8421,0.9086,0.716,0.6768,0.4974,0.4633,Measure
2026/05/15 09:13:15,55,Pw1,1,7916,7077,5215,6588,9636,11214,11045,10628,10269,14330,13847,20208,21392,1.3608,0.9379,0.8904,0.8812,0.719,0.7025,0.7638,0.8393,0.9062,0.715,0.676,0.4975,0.4645,Measure
2026/05/15 09:13:15,54,Pw2,1,2716,4719,2284,586,652,1218,1362,1498,1414,1481,2700,1777,1579,1.3541,0.9335,0.8876,0.8783,0.7161,0.6994,0.7606,0.8361,0.903,0.7113,0.6727,0.4936,0.4605,Measure
2026/05/15 09:13:15,53,Pw3,1,4253,7415,5352,3634,4021,3529,3368,3070,2940,4227,3371,6084,7071,1.3539,0.9368,0.89,0.8791,0.7154,0.6975,0.7586,0.8344,0.9019,0.7108,0.6709,0.4921,0.458,Measure
2026/05/15 09:13:15,52,Pw4,1,4158,7520,5115,3259,3494,2708,2421,2115,1948,2634,1445,3781,4525,1.3524,0.9343,0.8879,0.8774,0.7147,0.6979,0.7591,0.8344,0.9011,0.7091,0.6699,0.4913,0.4576,Measure
2026/05/15 09:13:15,51,Pw5,1,2232,4945,2852,1614,1712,1663,1477,1212,967,1122,1503,1647,2538,1.3657,0.9421,0.8946,0.8841,0.7211,0.7036,0.7644,0.8394,0.9059,0.7137,0.6744,0.4955,0.4616,Measure
2026/05/15 09:13:15,50,Pw6,1,3425,6146,4041,2778,3112,2591,2347,2099,1962,2846,1600,4146,4879,1.3499,0.931,0.885,0.875,0.7126,0.696,0.7572,0.8327,0.8995,0.7077,0.6688,0.4902,0.4565,Measure
2026/05/15 09:13:15,49,Pw7,1,3660,6243,3583,1328,974,998,1042,1202,1135,1355,2533,1686,1574,1.3508,0.933,0.8868,0.8764,0.7139,0.6972,0.7584,0.8338,0.9007,0.7089,0.67,0.4913,0.4577,Measure
2026/05/15 09:13:24,56,Pw1,1,2691,6011,4533,3448,3970,3782,3453,3042,2864,3801,3412,5030,5445,1.3598,0.9408,0.8943,0.8835,0.7205,0.7035,0.7646,0.8398,0.9063,0.7141,0.675,0.4955,0.462,Measure
2026/05/15 09:13:24,55,Pw2,1,8185,9095,7653,8371,11291,12275,11890,11164,10774,14703,13845,20433,21871,1.3579,0.9352,0.8879,0.8785,0.7164,0.6999,0.7611,0.8367,0.9035,0.7123,0.6734,0.4948,0.4617,Measure
2026/05/15 09:13:24,54,Pw3,1,3497,6826,4574,2918,3260,2659,2382,2034,2066,2960,1594,4440,5388,1.352,0.9312,0.885,0.8756,0.7133,0.6965,0.7577,0.8331,0.8999,0.7082,0.6695,0.4908,0.4573,Measure
2026/05/15 09:13:24,53,Pw4,1,4495,7530,5457,3845,4386,3846,3556,3342,3297,4521,3682,6570,7398,1.3547,0.9373,0.8904,0.8793,0.7157,0.6977,0.7589,0.8347,0.9021,0.711,0.6711,0.4924,0.4583,Measure
2026/05/15 09:13:24,52,Pw5,1,4514,7295,5168,3341,3555,2908,2515,2109,1954,2735,1508,3927,4647,1.3523,0.934,0.8877,0.8773,0.7146,0.6978,0.759,0.8343,0.901,0.7091,0.6699,0.4912,0.4575,Measure
2026/05/15 09:13:24,51,Pw6,1,2314,4967,2872,1561,1782,1522,1396,1255,1067,1093,1608,1671,2555,1.3658,0.9422,0.8947,0.8842,0.7212,0.7037,0.7645,0.8394,0.906,0.7138,0.6745,0.4956,0.4617,Measure
2026/05/15 09:13:24,50,Pw7,1,3251,5981,3923,2670,2995,2600,2363,2085,2005,2795,1646,4197,4955,1.3496,0.9309,0.8849,0.8749,0.7125,0.6959,0.7572,0.8326,0.8995,0.7077,0.6688,0.4901,0.4565,Measure
2026/05/15 09:13:33,57,Pw1,1,3918,8021,6016,4452,5132,4899,4435,4036,3736,5072,4568,7120,7752,1.3526,0.9335,0.8882,0.8786,0.7161,0.6996,0.7608,0.8362,0.9028,0.7108,0.6723,0.4923,0.4589,Measure
2026/05/15 09:13:33,56,Pw2,1,994,2966,1070,680,1355,1846,1875,1813,1657,1903,2602,2126,1898,1.3582,0.9394,0.8931,0.8824,0.7194,0.7025,0.7636,0.8389,0.9054,0.7131,0.6741,0.4945,0.461,Measure
2026/05/15 09:13:33,55,Pw3,1,7852,7041,4699,5173,7404,8248,8150,7761,7698,10974,9789,15793,17125,1.3572,0.9341,0.8865,0.8771,0.715,0.6983,0.7596,0.8351,0.902,0.7107,0.6716,0.4934,0.46,Measure
2026/05/15 09:13:33,54,Pw4,1,3476,6984,4489,2882,3189,2586,2313,2032,1911,2857,1499,4266,5358,1.3524,0.9315,0.8853,0.8758,0.7135,0.6966,0.7578,0.8332,0.9,0.7084,0.6696,0.4909,0.4575,Measure
2026/05/15 09:13:33,53,Pw5,1,4458,7430,5286,3683,4040,3598,3328,3059,3030,4181,3358,6110,6878,1.3543,0.937,0.8902,0.8792,0.7156,0.6976,0.7588,0.8346,0.902,0.7109,0.6711,0.4923,0.4581,Measure
2026/05/15 09:13:33,52,Pw6,1,4396,7374,5049,3329,3490,2819,2476,2117,2034,2633,1480,3860,4525,1.3526,0.9345,0.888,0.8775,0.7148,0.698,0.7591,0.8345,0.9012,0.7092,0.67,0.4914,0.4577,Measure
2026/05/15 09:13:33,51,Pw7,1,2095,4632,2645,1505,1709,1668,1468,1277,1068,1029,1621,1526,2347,1.3655,0.942,0.8945,0.8841,0.7211,0.7035,0.7644,0.8393,0.9059,0.7137,0.6744,0.4955,0.4616,Measure
2026/05/15 09:13:42,58,Pw1,1,2386,4212,4333,4396,5234,5668,5254,4841,4335,5168,6811,6299,6040,1.3765,0.9542,0.9063,0.8958,0.7322,0.7139,0.7745,0.8494,0.916,0.7238,0.6841,0.5038,0.4694,Measure
2026/05/15 09:13:42,57,Pw2,1,3403,7597,5903,4465,5132,4805,4464,3990,3771,4936,4332,6853,7466,1.3529,0.9336,0.8885,0.879,0.7164,0.6999,0.7611,0.8365,0.9032,0.7111,0.6725,0.4926,0.4591,Measure
2026/05/15 09:13:42,56,Pw3,1,2538,5500,3459,1603,1581,1027,887,721,619,1026,316,1652,2273,1.3569,0.938,0.8914,0.8806,0.7175,0.7005,0.7616,0.8368,0.9033,0.711,0.6718,0.4927,0.4588,Measure
2026/05/15 09:13:42,55,Pw4,1,7771,7160,4879,5315,7624,8447,8385,8042,7861,11078,9870,15886,17281,1.3575,0.9344,0.8867,0.8773,0.7151,0.6984,0.7597,0.8351,0.9021,0.7108,0.6716,0.4935,0.46,Measure
2026/05/15 09:13:42,54,Pw5,1,3674,7048,4668,2932,3220,2542,2296,2022,2022,2884,1412,4365,5305,1.3522,0.9313,0.8851,0.8757,0.7134,0.6966,0.7578,0.8332,0.9001,0.7083,0.6696,0.4909,0.4574,Measure
2026/05/15 09:13:42,53,Pw6,1,4488,7443,5515,3906,4369,3868,3620,3309,3220,4509,3610,6531,7362,1.3546,0.9373,0.8904,0.8793,0.7157,0.6977,0.7589,0.8347,0.9021,0.711,0.6712,0.4925,0.4583,Measure
2026/05/15 09:13:42,52,Pw7,1,4234,7312,5007,3275,3433,2676,2365,2149,2046,2589,1447,3735,4367,1.3522,0.9341,0.8877,0.8773,0.7146,0.6978,0.759,0.8343,0.901,0.709,0.6699,0.4912,0.4576,Measure
2026/05/15 09:13:51,59,Pw1,1,7387,10586,8018,5948,6442,5825,5216,4644,4474,5698,4684,7746,8344,1.3485,0.9309,0.8854,0.8758,0.7135,0.6972,0.7586,0.8341,0.901,0.7092,0.6705,0.4914,0.4583,Measure
2026/05/15 09:13:51,58,Pw2,1,2743,5697,4620,3185,3434,2896,2664,2374,2100,2616,2808,3172,3412,1.3745,0.9522,0.9043,0.894,0.7304,0.7122,0.7728,0.8478,0.9144,0.7221,0.6826,0.5022,0.4677,Measure
2026/05/15 09:13:51,57,Pw3,1,2146,5269,3156,1311,1212,667,659,567,500,948,829,1710,2351,1.3513,0.9318,0.8865,0.8769,0.7142,0.6976,0.7588,0.8342,0.9008,0.7087,0.67,0.4905,0.4566,Measure
2026/05/15 09:13:51,56,Pw4,1,2579,5509,3396,1730,1684,1074,917,665,623,1020,427,1710,2245,1.3572,0.9382,0.8916,0.8807,0.7177,0.7006,0.7617,0.8369,0.9035,0.7112,0.672,0.4929,0.459,Measure
2026/05/15 09:13:51,55,Pw5,1,7232,7432,5479,5706,7774,8491,8300,7808,7558,10833,9595,15451,16871,1.3569,0.934,0.8866,0.8771,0.7149,0.6982,0.7595,0.8349,0.9019,0.7105,0.6714,0.4932,0.4597,Measure
2026/05/15 09:13:51,54,Pw6,1,3674,7137,4803,3056,3436,2820,2478,2187,2145,3018,1633,4570,5479,1.3525,0.9316,0.8853,0.8759,0.7136,0.6967,0.7579,0.8333,0.9002,0.7085,0.6697,0.4911,0.4576,Measure
2026/05/15 09:13:51,53,Pw7,1,4371,7392,5409,3903,4381,4011,3738,3480,3355,4636,3815,6822,7495,1.3542,0.9371,0.8902,0.8792,0.7156,0.6976,0.7588,0.8346,0.9021,0.711,0.6711,0.4923,0.4583,Measure
2026/05/15 09:14:00,60,Pw1,1,4008,7050,4690,3082,3254,2695,2434,2182,1996,2876,2175,4210,4806,1.3537,0.935,0.8883,0.8779,0.7153,0.6984,0.7595,0.8348,0.9015,0.7096,0.6706,0.4914,0.4582,Measure
2026/05/15 09:14:00,59,Pw2,1,3874,5533,3218,2024,2558,2716,2560,2429,2259,2900,3050,3968,4352,1.3481,0.9305,0.8854,0.876,0.7137,0.6975,0.7589,0.8345,0.9014,0.7096,0.671,0.4918,0.4587,Measure
2026/05/15 09:14:00,58,Pw3,1,4339,8469,7233,5886,6713,5917,5340,4782,4331,5639,4862,7281,8054,1.373,0.9505,0.9025,0.8919,0.7283,0.71,0.7705,0.8454,0.912,0.7197,0.68,0.5,0.4651,Measure
2026/05/15 09:14:00,57,Pw4,1,2078,4953,3082,1359,1200,665,558,462,529,882,720,1629,2169,1.3517,0.9319,0.8868,0.877,0.7144,0.6978,0.759,0.8344,0.901,0.7088,0.6701,0.4907,0.4567,Measure
2026/05/15 09:14:00,56,Pw5,1,2470,5576,3466,1682,1714,1003,849,735,648,1052,221,1672,2502,1.3572,0.938,0.8915,0.8807,0.7177,0.7007,0.7618,0.837,0.9035,0.7112,0.672,0.4929,0.459,Measure
2026/05/15 09:14:00,55,Pw6,1,8424,7159,4803,5255,7573,8563,8382,8150,8027,11286,10162,16286,17803,1.358,0.9345,0.8869,0.8774,0.7152,0.6986,0.7599,0.8353,0.9023,0.711,0.6718,0.4938,0.4603,Measure
2026/05/15 09:14:00,54,Pw7,1,3620,6832,4483,2857,3166,2645,2271,2002,2016,2852,1487,4288,5163,1.352,0.9313,0.8852,0.8757,0.7134,0.6966,0.7578,0.8332,0.9001,0.7083,0.6696,0.4909,0.4574,Measure
2026/05/15 09:14:09,61,Pw1,1,4819,9956,8699,7510,8870,8565,7899,7228,6871,8874,8352,12128,13091,1.3603,0.9399,0.894,0.8837,0.7208,0.7039,0.7649,0.8401,0.9065,0.7142,0.6753,0.4955,0.462,Measure
2026/05/15 09:14:09,60,Pw2,1,4661,8359,6707,5302,6086,5465,5056,4547,4340,5416,4998,7124,7823,1.3561,0.9374,0.8909,0.8806,0.718,0.701,0.7622,0.8374,0.9041,0.7123,0.6733,0.494,0.4608,Measure
2026/05/15 09:14:09,59,Pw3,1,5118,6953,3968,1979,1784,1079,937,797,737,1170,560,2214,2861,1.3463,0.9283,0.883,0.8734,0.711,0.6946,0.7559,0.8315,0.8984,0.7066,0.6678,0.489,0.4555,Measure
2026/05/15 09:14:09,58,Pw4,1,4396,8607,7351,5868,6692,5927,5358,4735,4414,5579,4711,7219,8055,1.3735,0.9508,0.9027,0.892,0.7284,0.7101,0.7707,0.8455,0.9121,0.7198,0.6801,0.5002,0.4652,Measure
2026/05/15 09:14:09,57,Pw5,1,2135,5202,3053,1314,1127,701,592,520,461,808,867,1663,2298,1.3517,0.932,0.8868,0.8771,0.7145,0.6978,0.759,0.8344,0.901,0.7088,0.6702,0.4907,0.4568,Measure
2026/05/15 09:14:09,56,Pw6,1,2683,5640,3424,1700,1621,1023,787,658,519,847,349,1553,2195,1.3574,0.9383,0.8918,0.8809,0.7178,0.7008,0.7619,0.837,0.9036,0.7112,0.6721,0.493,0.4591,Measure
2026/05/15 09:14:09,55,Pw7,1,7817,6978,4842,5377,7643,8458,8335,7935,7803,11076,9962,15932,17345,1.3574,0.9342,0.8866,0.8772,0.715,0.6984,0.7597,0.8351,0.9021,0.7107,0.6716,0.4935,0.46,Measure
2026/05/15 09:14:18,62,Pw1,1,5326,10085,7912,6148,7002,6259,5735,5037,4660,6234,4605,8695,9835,1.3627,0.9403,0.8925,0.8818,0.7189,0.7014,0.7624,0.8376,0.9042,0.7123,0.6733,0.4942,0.461,Measure
2026/05/15 09:14:18,61,Pw2,1,2282,4564,3152,2460,3025,3219,3012,2735,2387,2914,3604,3380,3245,1.3584,0.9383,0.8927,0.8826,0.7196,0.7027,0.7637,0.8389,0.9053,0.7129,0.6741,0.4942,0.4608,Measure
2026/05/15 09:14:18,60,Pw3,1,4165,7259,4785,2935,2962,2222,1983,1665,1671,2437,1335,3582,4287,1.3541,0.935,0.8884,0.8779,0.7152,0.6982,0.7593,0.8345,0.9012,0.7093,0.6702,0.4914,0.4577,Measure
2026/05/15 09:14:18,59,Pw4,1,4799,7037,3842,1944,1741,1098,916,711,649,1079,528,2190,2905,1.3464,0.9285,0.8832,0.8735,0.7111,0.6948,0.7561,0.8317,0.8986,0.7067,0.6679,0.4892,0.4556,Measure
2026/05/15 09:14:18,58,Pw5,1,4650,8699,7460,5949,6731,5959,5493,4848,4483,5654,4801,7366,8207,1.3735,0.9507,0.9026,0.892,0.7285,0.7101,0.7707,0.8455,0.9121,0.7198,0.6801,0.5002,0.4652,Measure
2026/05/15 09:14:18,57,Pw6,1,2277,5265,3171,1335,1180,680,587,562,592,809,870,1661,2145,1.3518,0.9321,0.8869,0.8771,0.7145,0.6979,0.7591,0.8344,0.901,0.7089,0.6702,0.4907,0.4568,Measure
2026/05/15 09:14:18,56,Pw7,1,2469,5517,3412,1668,1569,1050,855,688,532,939,323,1599,2239,1.3572,0.9381,0.8916,0.8808,0.7177,0.7007,0.7617,0.8369,0.9035,0.7111,0.672,0.4929,0.459,Measure
2026/05/15 09:14:27,63,Pw1,1,3774,7179,5211,3535,3755,3090,2864,2543,2472,3486,2742,5348,6304,1.3617,0.9417,0.8947,0.8838,0.7208,0.7036,0.7647,0.8398,0.9063,0.7142,0.6749,0.4956,0.4622,Measure
2026/05/15 09:14:27,62,Pw2,1,5956,10900,8947,7214,8375,7593,6824,6051,5536,7389,6062,10162,11458,1.3624,0.9401,0.8925,0.8819,0.719,0.7017,0.7627,0.8378,0.9044,0.7126,0.6736,0.4945,0.4613,Measure
2026/05/15 09:14:27,61,Pw3,1,2913,5879,3475,1633,1534,805,603,527,548,981,528,1894,2805,1.3567,0.9364,0.8905,0.8802,0.7172,0.7002,0.7612,0.8364,0.9028,0.7103,0.6714,0.4919,0.458,Measure
2026/05/15 09:14:27,60,Pw4,1,3934,7029,4619,2833,2927,2147,1855,1645,1524,2332,1253,3493,4145,1.3544,0.9354,0.8887,0.8781,0.7153,0.6984,0.7594,0.8347,0.9013,0.7094,0.6703,0.4915,0.4578,Measure
2026/05/15 09:14:27,59,Pw5,1,4951,6786,3768,1797,1595,983,764,627,749,1069,429,2251,2744,1.3461,0.9282,0.883,0.8734,0.7111,0.6947,0.7561,0.8317,0.8985,0.7067,0.6679,0.4891,0.4555,Measure
2026/05/15 09:14:27,58,Pw6,1,4502,8581,7329,5914,6684,5955,5385,4774,4307,5520,4782,7390,8110,1.3735,0.9509,0.9028,0.8921,0.7285,0.7101,0.7707,0.8456,0.9122,0.7199,0.6801,0.5003,0.4652,Measure
2026/05/15 09:14:27,57,Pw7,1,2033,5082,3064,1272,1159,619,559,498,542,866,852,1581,2214,1.3514,0.9319,0.8867,0.877,0.7144,0.6977,0.7589,0.8343,0.9009,0.7088,0.6701,0.4906,0.4567,Measure
2026/05/15 09:14:36,64,Pw1,1,4507,8326,7271,6559,7870,8007,7605,7176,6942,8605,8756,11072,11724,1.359,0.9394,0.8952,0.8865,0.7239,0.7074,0.7685,0.8438,0.9102,0.7179,0.6795,0.4989,0.4652,Measure
2026/05/15 09:14:36,63,Pw2,1,4655,8621,6798,5380,6206,5615,5136,4607,4213,5958,5217,8405,9341,1.359,0.939,0.892,0.8812,0.7181,0.701,0.762,0.8371,0.9036,0.7115,0.6723,0.4929,0.4594,Measure
